entityID,entityType,dayType<TextUnrestricted>,sourceRef<TextUnrestricted>,location<geo:json>,returnStops<Number>,trend<TextUnrestricted>,forwardStops<Number>,intensity<Number>,returntrips<Number>,forwardtrips<Number>,zoneList<Json>,name<TextUnrestricted>,sceneRef<TextUnrestricted>,TimeInstant<DateTime>
60,RouteIntensity,Viernes,60,"{""type"":""MultiLineString"",""coordinates"":[[[-0.380278249,39.468515847],[-0.38444871,39.470407853],[-0.38613187,39.472321925],[-0.388011432,39.474943192],[-0.389588038,39.477145876],[-0.39127282,39.479463885],[-0.391507093,39.484112804],[-0.390687984,39.48589175],[-0.389585918,39.488118043],[-0.387211405,39.48902175],[-0.382922282,39.489982119],[-0.38230892,39.491221631],[-0.37947478,39.491987763],[-0.377088557,39.492515627],[-0.375937055,39.493253292],[-0.376812276,39.495825824],[-0.377216531,39.497916443],[-0.377152511,39.498528207]],[[-0.377152511,39.498528207],[-0.376233981,39.497939394],[-0.375515912,39.496023066],[-0.374533725,39.493479107],[-0.374108751,39.492397073],[-0.376118274,39.491736938],[-0.379633426,39.490916647],[-0.382982678,39.490178736],[-0.386764471,39.489341665],[-0.388570299,39.488932851],[-0.390939229,39.485975831],[-0.391946766,39.483725916],[-0.391689592,39.479268119],[-0.390097844,39.476993006],[-0.388891253,39.475348541],[-0.388028761,39.474112663],[-0.384395972,39.472122195],[-0.380412359,39.472712287],[-0.379805662,39.471432783],[-0.377826639,39.468393566],[-0.378030019,39.467883266],[-0.380278249,39.468515847]]]}",,Baja,,5601.52850877193,,,"['1', '3', '4', '5', '15']",60,N/A,2024-05-21 00:00:00+00:00
62,RouteIntensity,Viernes,62,"{""type"":""MultiLineString"",""coordinates"":[[[-0.379850897,39.472115436],[-0.377826639,39.468393566],[-0.378030019,39.467883266],[-0.380278249,39.468515847],[-0.38444871,39.470407853],[-0.38613187,39.472321925],[-0.388011432,39.474943192],[-0.389588038,39.477145876],[-0.39127282,39.479463885],[-0.393283867,39.482233593],[-0.394693343,39.484395893],[-0.396419928,39.486989642],[-0.399523853,39.491046211],[-0.401818112,39.494183851],[-0.404004194,39.494325341],[-0.406615151,39.493069963],[-0.416053209,39.497135347],[-0.41634855,39.498760926],[-0.417328295,39.499555466],[-0.418754806,39.501456207],[-0.420339797,39.50263914],[-0.422766652,39.501592848],[-0.425226637,39.500991789],[-0.426394091,39.502306745],[-0.426394584,39.503160792],[-0.424304745,39.505677763],[-0.429120708,39.50715929],[-0.427930702,39.508193552]],[[-0.427930702,39.508193552],[-0.429217045,39.507213006],[-0.424637799,39.505618291],[-0.426283614,39.503679549],[-0.426272562,39.501688777],[-0.425126397,39.500658304],[-0.422694117,39.501486998],[-0.42009343,39.502419999],[-0.419123774,39.501427899],[-0.41778512,39.499092467],[-0.416448706,39.498770918],[-0.416241605,39.497640094],[-0.406692353,39.49258249],[-0.403370815,39.493914765],[-0.402256466,39.493950973],[-0.40001383,39.49077184],[-0.397110452,39.48660304],[-0.396103609,39.48504149],[-0.394820391,39.483478852],[-0.393394951,39.481693232],[-0.391689592,39.479268119],[-0.390097844,39.476993006],[-0.388891253,39.475348541],[-0.388028761,39.474112663],[-0.384395972,39.472122195],[-0.380412359,39.472712287],[-0.379850897,39.472115436]]]}",,Baja,,4635.4451754386,,,"['1', '3', '4', '16', '18']",62,N/A,2024-05-21 00:00:00+00:00
64,RouteIntensity,Viernes,64,"{""type"":""MultiLineString"",""coordinates"":[[[-0.384842249,39.497039691],[-0.384097531,39.495021663],[-0.383197688,39.492648164],[-0.382403362,39.490530767],[-0.386764471,39.489341665],[-0.388570299,39.488932851],[-0.391460958,39.488037244],[-0.394024094,39.486923332],[-0.396103609,39.48504149],[-0.394820391,39.483478852],[-0.393394951,39.481693232],[-0.391689592,39.479268119],[-0.390097844,39.476993006],[-0.388891253,39.475348541],[-0.387292967,39.473032272],[-0.385102851,39.469990619],[-0.384010197,39.468463791],[-0.383029366,39.467092315],[-0.382265317,39.466015509],[-0.379623448,39.463088548],[-0.381584273,39.460830087],[-0.384608991,39.459078532],[-0.384074137,39.455870462],[-0.384697694,39.452791151],[-0.385065758,39.450973415],[-0.38579752,39.44836835],[-0.386450693,39.446218206],[-0.381749991,39.445515621],[-0.37565408,39.444894188]],[[-0.37565408,39.444894188],[-0.370038391,39.445940449],[-0.377274919,39.44545306],[-0.381274252,39.445862464],[-0.385840023,39.447393937],[-0.385278929,39.44914639],[-0.384786461,39.451336718],[-0.384458755,39.45298659],[-0.383577068,39.456689201],[-0.382910764,39.459668628],[-0.38229868,39.461610626],[-0.381949951,39.466449935],[-0.384685106,39.470257438],[-0.38613187,39.472321925],[-0.388011432,39.474943192],[-0.389588038,39.477145876],[-0.39127282,39.479463885],[-0.393283867,39.482233593],[-0.394693343,39.484395893],[-0.395295842,39.486021471],[-0.392637862,39.487183409],[-0.389585918,39.488118043],[-0.387211405,39.48902175],[-0.382922282,39.489982119],[-0.38230892,39.491221631],[-0.383564527,39.493219717],[-0.386073775,39.492668352],[-0.388186166,39.493285101],[-0.390845974,39.494261295],[-0.388619799,39.495797891],[-0.384842249,39.497039691]]]}",,Alta,,7725.04651162791,,,"['3', '4', '9', '10', '16']",64,N/A,2024-05-21 00:00:00+00:00
67,RouteIntensity,Viernes,67,"{""type"":""MultiLineString"",""coordinates"":[[[-0.377712025,39.467245475],[-0.381809698,39.468172296],[-0.382753248,39.467632823],[-0.385139389,39.470485097],[-0.388104252,39.469861219],[-0.391763554,39.469621574],[-0.393799744,39.472500556],[-0.394888965,39.473994687],[-0.397808725,39.476322912],[-0.401163513,39.475638362],[-0.403329624,39.476784059],[-0.403201603,39.478931352],[-0.403549272,39.481090338],[-0.401860538,39.483766769],[-0.404199061,39.487103395],[-0.405802438,39.489324101],[-0.407025099,39.490920637],[-0.406692353,39.49258249],[-0.404302154,39.49009975]],[[-0.404302154,39.49009975],[-0.40442805,39.488281629],[-0.404582635,39.48696402],[-0.402209673,39.483700802],[-0.403855806,39.480987585],[-0.402888179,39.478468213],[-0.39907586,39.478597926],[-0.39779421,39.477436185],[-0.39559837,39.474462965],[-0.393667588,39.471995902],[-0.392451654,39.470061033],[-0.392311313,39.467233979],[-0.387617516,39.46642282],[-0.385132122,39.466002518],[-0.381938482,39.465481661],[-0.379623448,39.463088548],[-0.377712025,39.467245475]]]}",,Alta,,3118.53488372093,,,"['3', '4']",67,N/A,2024-05-21 00:00:00+00:00
7,RouteIntensity,Viernes,7,"{""type"":""MultiLineString"",""coordinates"":[[[-0.379805662,39.471432783],[-0.377826639,39.468393566],[-0.376804402,39.466285571],[-0.374898621,39.46361513],[-0.373688592,39.461866633],[-0.371806729,39.459266275],[-0.371777967,39.457606681],[-0.371584222,39.455714521],[-0.371621657,39.453963128],[-0.370664384,39.451615481],[-0.369641004,39.450000594],[-0.368622384,39.448506092],[-0.367126637,39.446274708],[-0.367726148,39.444334238],[-0.368161746,39.442507727],[-0.368757077,39.441835787]],[[-0.368757077,39.441835787],[-0.367516612,39.444319349],[-0.366935458,39.44636115],[-0.368403033,39.448583024],[-0.369565015,39.450242067],[-0.371655235,39.451606551],[-0.372705484,39.454033605],[-0.371225829,39.454950054],[-0.372717362,39.45658388],[-0.373164321,39.458885491],[-0.3749131,39.46134632],[-0.376350092,39.463330734],[-0.374156152,39.465757784],[-0.378030019,39.467883266],[-0.379557808,39.469491365],[-0.379623755,39.473779501],[-0.379805662,39.471432783]]]}",,Alta,,2995.20930232558,,,"['1', '2', '10']",7,N/A,2024-05-21 00:00:00+00:00
70,RouteIntensity,Viernes,70,"{""type"":""MultiLineString"",""coordinates"":[[[-0.409652623,39.465744283],[-0.409185384,39.464595167],[-0.408786517,39.463113562],[-0.405260805,39.464397676],[-0.405601174,39.466965624],[-0.405497102,39.468665863],[-0.402520485,39.468965275],[-0.399923315,39.468554843],[-0.395633082,39.467938606],[-0.392311313,39.467233979],[-0.387617516,39.46642282],[-0.385132122,39.466002518],[-0.380890077,39.466626905],[-0.378918904,39.46928752],[-0.377626895,39.4694438],[-0.375857789,39.470103434],[-0.371312774,39.471378926],[-0.369568178,39.472075963],[-0.364841099,39.474004158],[-0.36682906,39.476445195],[-0.366873488,39.477912434],[-0.365093525,39.479067425],[-0.363910443,39.481270425],[-0.3629854,39.483195501],[-0.362050108,39.485119939],[-0.361264257,39.486704879],[-0.360459837,39.488297464],[-0.362428868,39.489715579],[-0.362544374,39.491017137],[-0.359361825,39.493031847],[-0.354132662,39.495950607],[-0.354563674,39.495917928]],[[-0.354563674,39.495917928],[-0.35917501,39.49357882],[-0.361475471,39.492258311],[-0.364319944,39.490656889],[-0.362462576,39.489573745],[-0.362043087,39.488282096],[-0.362841261,39.486671692],[-0.363394627,39.485674413],[-0.364204596,39.483999682],[-0.365261927,39.481994211],[-0.366183593,39.480142002],[-0.36740693,39.477682941],[-0.369891988,39.473920076],[-0.372306573,39.473192295],[-0.375816367,39.473610527],[-0.376862603,39.472085525],[-0.375948193,39.469946739],[-0.378030019,39.467883266],[-0.380278249,39.468515847],[-0.38444871,39.470407853],[-0.388104252,39.469861219],[-0.392337302,39.468980958],[-0.396038982,39.468379717],[-0.400003313,39.469099892],[-0.403209869,39.469609705],[-0.406562441,39.468643283],[-0.406379788,39.46600431],[-0.409652623,39.465744283]]]}",,Baja,,7014.7903930131,,,"['1', '3', '6', '7', '8', '14', '15']",70,N/A,2024-05-21 00:00:00+00:00
71,RouteIntensity,Viernes,71,"{""type"":""MultiLineString"",""coordinates"":[[[-0.417148662,39.468457374],[-0.414760023,39.469147646],[-0.414457772,39.467477906],[-0.412594196,39.466990429],[-0.40953323,39.467138741],[-0.406336571,39.466975579],[-0.406169072,39.465459806],[-0.402833821,39.46354829],[-0.399846936,39.463681174],[-0.396888497,39.463796205],[-0.391919933,39.464002046],[-0.389069325,39.464112135],[-0.38666034,39.466004002],[-0.385132122,39.466002518],[-0.380890077,39.466626905],[-0.378918904,39.46928752],[-0.377626895,39.4694438],[-0.375493825,39.470306337],[-0.371312774,39.471378926],[-0.369568178,39.472075963],[-0.364430716,39.473815045],[-0.362724456,39.476328349],[-0.361424831,39.477484545],[-0.359204294,39.476837678],[-0.356929953,39.476161366],[-0.354839997,39.475831891],[-0.350892278,39.474750991],[-0.348583134,39.47404503],[-0.347130159,39.475132162],[-0.346259171,39.476993995],[-0.345328074,39.479277363],[-0.345736642,39.479409107]],[[-0.345736642,39.479409107],[-0.346870079,39.476814346],[-0.347545371,39.475217313],[-0.348547888,39.474315561],[-0.350914202,39.475027222],[-0.353911552,39.475908823],[-0.356072817,39.476892009],[-0.36004678,39.478070608],[-0.363076234,39.478991793],[-0.365512117,39.479657027],[-0.36740693,39.477682941],[-0.36967118,39.473877708],[-0.369197122,39.471467245],[-0.370976646,39.469952294],[-0.373574472,39.468194934],[-0.378030019,39.467883266],[-0.381809698,39.468172296],[-0.38367603,39.466137319],[-0.385570027,39.463825489],[-0.387351003,39.463391252],[-0.389492526,39.464361303],[-0.393359485,39.464206294],[-0.396898691,39.464054933],[-0.399663947,39.463951327],[-0.402853865,39.463822129],[-0.405447962,39.464103355],[-0.406124959,39.467382119],[-0.409471463,39.467230588],[-0.412865141,39.467068163],[-0.415069109,39.467204465],[-0.417148662,39.468457374]]]}",,Alta,,8151.58139534884,,,"['1', '3', '6', '7', '8', '13']",71,N/A,2024-05-21 00:00:00+00:00
72,RouteIntensity,Viernes,72,"{""type"":""MultiLineString"",""coordinates"":[[[-0.378030019,39.467883266],[-0.380278249,39.468515847],[-0.38444871,39.470407853],[-0.388104252,39.469861219],[-0.392074925,39.468481721],[-0.393419265,39.466446185],[-0.394917684,39.465083514],[-0.397702628,39.462550453],[-0.399453651,39.461028397],[-0.401147515,39.459509046],[-0.40336592,39.457521703],[-0.404278469,39.45542962],[-0.403087556,39.453522724],[-0.402689535,39.451213139]],[[-0.402689535,39.451213139],[-0.403743734,39.452580598],[-0.404771351,39.454266736],[-0.404016752,39.456303218],[-0.401318457,39.458801025],[-0.399211622,39.46082094],[-0.396427782,39.463443738],[-0.393327846,39.464672729],[-0.391978013,39.466447687],[-0.387617516,39.46642282],[-0.385132122,39.466002518],[-0.380890077,39.466626905],[-0.378918904,39.46928752],[-0.377626895,39.4694438],[-0.378030019,39.467883266]]]}",,Alta,,3847.55813953488,,,"['8', '1', '3', '7']",72,N/A,2024-05-21 00:00:00+00:00
73,RouteIntensity,Viernes,73,"{""type"":""MultiLineString"",""coordinates"":[[[-0.402689535,39.451213139],[-0.403743734,39.452580598],[-0.404771351,39.454266736],[-0.404016752,39.456303218],[-0.401318457,39.458801025],[-0.398589539,39.459291523],[-0.400566456,39.461518158],[-0.400673594,39.463134677],[-0.402853865,39.463822129],[-0.405447962,39.464103355],[-0.405782497,39.46703495],[-0.409122115,39.46581569],[-0.405497102,39.468665863],[-0.40504421,39.470641957],[-0.405338479,39.472451187],[-0.402464006,39.473523553],[-0.40064582,39.472462028],[-0.397484688,39.471474801],[-0.395186642,39.470719077],[-0.393799744,39.472500556],[-0.391854653,39.47380979],[-0.388028761,39.474112663],[-0.384395972,39.472122195],[-0.380412359,39.472712287],[-0.379805662,39.471432783],[-0.377826639,39.468393566]],[[-0.377826639,39.468393566],[-0.378030019,39.467883266],[-0.379557808,39.469491365],[-0.379623755,39.473779501],[-0.380872992,39.475112722],[-0.384671315,39.47572059],[-0.38932081,39.47493758],[-0.391280271,39.474611979],[-0.394184062,39.474452566],[-0.397398719,39.473989166],[-0.400440538,39.47343756],[-0.402808998,39.472715911],[-0.405593186,39.472083259],[-0.406562441,39.468643283],[-0.406379788,39.46600431],[-0.409185384,39.464595167],[-0.406279204,39.464658305],[-0.402833821,39.46354829],[-0.400894795,39.461979511],[-0.401147515,39.459509046],[-0.40336592,39.457521703],[-0.404278469,39.45542962],[-0.403087556,39.453522724],[-0.402689535,39.451213139]],[[-0.402689535,39.451213139],[-0.403743734,39.452580598],[-0.404771351,39.454266736],[-0.404016752,39.456303218],[-0.401318457,39.458801025],[-0.398589539,39.459291523],[-0.400566456,39.461518158],[-0.400673594,39.463134677],[-0.402853865,39.463822129],[-0.405447962,39.464103355],[-0.405782497,39.46703495],[-0.405497102,39.468665863],[-0.40504421,39.470641957],[-0.405338479,39.472451187],[-0.402464006,39.473523553],[-0.40064582,39.472462028],[-0.397484688,39.471474801],[-0.395186642,39.470719077],[-0.393799744,39.472500556],[-0.391854653,39.47380979],[-0.388028761,39.474112663],[-0.384395972,39.472122195],[-0.380412359,39.472712287],[-0.379805662,39.471432783],[-0.377826639,39.468393566]],[[-0.377826639,39.468393566],[-0.378030019,39.467883266],[-0.379557808,39.469491365],[-0.379623755,39.473779501],[-0.380872992,39.475112722],[-0.384671315,39.47572059],[-0.38932081,39.47493758],[-0.391280271,39.474611979],[-0.394184062,39.474452566],[-0.397398719,39.473989166],[-0.400440538,39.47343756],[-0.402808998,39.472715911],[-0.405593186,39.472083259],[-0.406562441,39.468643283],[-0.406379788,39.46600431],[-0.406279204,39.464658305],[-0.402833821,39.46354829],[-0.400894795,39.461979511],[-0.401147515,39.459509046],[-0.40336592,39.457521703],[-0.404278469,39.45542962],[-0.403087556,39.453522724],[-0.402689535,39.451213139]]]}",,Baja,,3686.26637554585,,,"['8', '1', '3', '7']",73,N/A,2024-05-21 00:00:00+00:00
79,RouteIntensity,Viernes,79,"{""type"":""MultiLineString"",""coordinates"":[[[-0.387708753,39.480211917],[-0.390097844,39.476993006],[-0.388891253,39.475348541],[-0.387292967,39.473032272],[-0.385102851,39.469990619],[-0.384010197,39.468463791],[-0.383029366,39.467092315],[-0.382265317,39.466015509],[-0.374659438,39.464356278],[-0.372258227,39.465303544],[-0.36950283,39.466468242],[-0.36744827,39.467329192],[-0.365597823,39.468145356],[-0.359977247,39.468649836],[-0.358289505,39.470172883],[-0.356893359,39.472815795],[-0.355779122,39.475063403]],[[-0.355779122,39.475063403],[-0.357522431,39.477320818],[-0.36004678,39.478070608],[-0.363076234,39.478991793],[-0.365512117,39.479657027],[-0.36740693,39.477682941],[-0.371316841,39.479006841],[-0.374011091,39.480907778],[-0.375496179,39.482006222],[-0.377766786,39.482923947],[-0.381205307,39.482982546],[-0.384438073,39.481746325],[-0.387708753,39.480211917]]]}",,Alta,,1798.42857142857,,,"['2', '3', '4', '6']",C2,N/A,2024-05-21 00:00:00+00:00
8,RouteIntensity,Viernes,8,"{""type"":""MultiLineString"",""coordinates"":[[[-0.368889927,39.472164354],[-0.370976646,39.469952294],[-0.373574472,39.468194934],[-0.376955149,39.466143265],[-0.378820596,39.460758322],[-0.377000136,39.458250529],[-0.375160853,39.455606268],[-0.376050003,39.453758737],[-0.37829295,39.454308802],[-0.378887002,39.452549851],[-0.379312853,39.450487694],[-0.379702199,39.448848479],[-0.380204009,39.446936694],[-0.37565408,39.444894188]],[[-0.37565408,39.444894188],[-0.370038391,39.445940449],[-0.373292125,39.445484344],[-0.377829273,39.446010062],[-0.379861524,39.446888002],[-0.379293677,39.449360888],[-0.378838275,39.450957505],[-0.376667512,39.452546792],[-0.376751818,39.454004556],[-0.375109719,39.454994648],[-0.374865493,39.456096351],[-0.376438655,39.458308791],[-0.378220753,39.460564355],[-0.37720098,39.463064992],[-0.374156152,39.465757784],[-0.376495265,39.467514637],[-0.375857789,39.470103434],[-0.371312774,39.471378926],[-0.368889927,39.472164354]]]}",,Baja,,4791.17903930131,,,"['1', '2', '10']",8,N/A,2024-05-21 00:00:00+00:00
80,RouteIntensity,Viernes,80,"{""type"":""MultiLineString"",""coordinates"":[[[-0.381037275,39.465269883],[-0.382753248,39.467632823],[-0.384685106,39.470257438],[-0.38613187,39.472321925],[-0.388011432,39.474943192],[-0.389588038,39.477145876],[-0.390078515,39.478994518],[-0.387566274,39.480012601],[-0.384358717,39.481459167],[-0.381429058,39.482656831],[-0.379532036,39.482819223],[-0.375359517,39.481643198],[-0.374267762,39.478721579],[-0.371227802,39.476979027],[-0.366873488,39.477912434],[-0.365729111,39.478760808],[-0.363110881,39.477980399],[-0.361424831,39.477484545]],[[-0.361424831,39.477484545],[-0.359204294,39.476837678],[-0.356501299,39.475384096],[-0.357819396,39.472798864],[-0.358644892,39.470826232],[-0.360204879,39.469483364],[-0.365818585,39.468488982],[-0.367606855,39.467785666],[-0.37076613,39.466443336],[-0.37328281,39.46538157],[-0.375009839,39.464579909],[-0.381037275,39.465269883]]]}",,Alta,,1190.85714285714,,,"['1', '3', '4', '5', '6']",C2,N/A,2024-05-21 00:00:00+00:00
81,RouteIntensity,Viernes,81,"{""type"":""MultiLineString"",""coordinates"":[[[-0.335619603,39.470648652],[-0.33652468,39.470976093],[-0.339945288,39.471983861],[-0.342582994,39.472804471],[-0.345929656,39.473891126],[-0.348547888,39.474315561],[-0.350914202,39.475027222],[-0.353911552,39.475908823],[-0.356072817,39.476892009],[-0.36004678,39.478070608],[-0.363076234,39.478991793],[-0.365512117,39.479657027],[-0.36740693,39.477682941],[-0.36967118,39.473877708],[-0.369197122,39.471467245],[-0.370976646,39.469952294],[-0.373574472,39.468194934],[-0.376882491,39.468075608]],[[-0.376882491,39.468075608],[-0.375493825,39.470306337],[-0.371312774,39.471378926],[-0.369568178,39.472075963],[-0.364430716,39.473815045],[-0.362724456,39.476328349],[-0.361424831,39.477484545],[-0.359204294,39.476837678],[-0.356929953,39.476161366],[-0.354839997,39.475831891],[-0.350892278,39.474750991],[-0.348583134,39.47404503],[-0.346215883,39.47298805],[-0.342960939,39.47204949],[-0.340259126,39.471248623],[-0.33825524,39.4706591],[-0.336444499,39.47019678],[-0.335619603,39.470648652]]]}",,Baja,,7949.90849673203,,,"['1', '5', '6', '11', '13']",81,N/A,2024-05-21 00:00:00+00:00
89,RouteIntensity,Viernes,89,"{""type"":""MultiLineString"",""coordinates"":[[[-0.391946766,39.483725916],[-0.393795322,39.48003461],[-0.394769559,39.477775803],[-0.39559837,39.474462965],[-0.393667588,39.471995902],[-0.392451654,39.470061033],[-0.392311313,39.467233979],[-0.388546641,39.464599714],[-0.387345224,39.462914863],[-0.385453244,39.460471061],[-0.384608991,39.459078532],[-0.374775966,39.457192963],[-0.370748589,39.458888584],[-0.367703753,39.460169007],[-0.365600073,39.46106785],[-0.363177542,39.462132694],[-0.357728454,39.464297956]],[[-0.357728454,39.464297956],[-0.356097017,39.467527136],[-0.354919344,39.469942731],[-0.353867179,39.472140925],[-0.352849696,39.47417338],[-0.353911552,39.475908823],[-0.357522431,39.477320818],[-0.36004678,39.478070608],[-0.360837092,39.479968274],[-0.360474554,39.482284688],[-0.36332856,39.484402525],[-0.36563642,39.486086663],[-0.36924725,39.488755877],[-0.371046675,39.490141063],[-0.373387458,39.491856523],[-0.376118274,39.491736938],[-0.379633426,39.490916647],[-0.382982678,39.490178736],[-0.386764471,39.489341665],[-0.388570299,39.488932851],[-0.390939229,39.485975831],[-0.391946766,39.483725916]]]}",,Baja,,9030.84705882353,,,"['3', '4', '7', '8', '9', '10', '12']",C3,N/A,2024-05-21 00:00:00+00:00
9,RouteIntensity,Viernes,9,"{""type"":""MultiLineString"",""coordinates"":[[[-0.376405222,39.432342423],[-0.377034295,39.430519905],[-0.37700513,39.426957977],[-0.378195796,39.425046447],[-0.380919263,39.426358405],[-0.384770111,39.427966204],[-0.392607076,39.430314336],[-0.391121435,39.433958566],[-0.39072334,39.435078062],[-0.38869443,39.440109666],[-0.387111396,39.444233431],[-0.387277034,39.446922609],[-0.390555311,39.447666387],[-0.393464012,39.449071909],[-0.394329477,39.450291284],[-0.392899843,39.452448959],[-0.391738223,39.454119901],[-0.390608845,39.455871255],[-0.387952034,39.456605064],[-0.386756189,39.457989774],[-0.385954215,39.459732343],[-0.385407736,39.461398096],[-0.38229868,39.461610626],[-0.381215665,39.465966329],[-0.377826639,39.468393566]],[[-0.377826639,39.468393566],[-0.378030019,39.467883266],[-0.381809698,39.468172296],[-0.38367603,39.466137319],[-0.385570027,39.463825489],[-0.387347721,39.461846365],[-0.388602516,39.459298258],[-0.390244256,39.456852247],[-0.391998518,39.454170912],[-0.393310769,39.452234045],[-0.394520802,39.450423706],[-0.394472457,39.449104069],[-0.391191999,39.447297353],[-0.387226046,39.446393779],[-0.387533408,39.443686603],[-0.388946084,39.440114355],[-0.391038456,39.434817536],[-0.391611558,39.43329554],[-0.392912081,39.429929165],[-0.384976134,39.427867606],[-0.381416741,39.426426791],[-0.378032953,39.425077668],[-0.376871121,39.426914613],[-0.377148414,39.431306457],[-0.376405222,39.432342423]]]}",,Baja,,8185.30131004367,,,"['1', '3', '9', '19']",9,N/A,2024-05-21 00:00:00+00:00
90,RouteIntensity,Viernes,90,"{""type"":""MultiLineString"",""coordinates"":[[[-0.391507093,39.484112804],[-0.390687984,39.48589175],[-0.389585918,39.488118043],[-0.387211405,39.48902175],[-0.382922282,39.489982119],[-0.378675193,39.49088425],[-0.374852674,39.491753936],[-0.371558869,39.490142893],[-0.369074126,39.48827506],[-0.366171207,39.486132857],[-0.363380328,39.484073988],[-0.360317092,39.481812232],[-0.3581215,39.480124867],[-0.356596088,39.479013197],[-0.354839997,39.475831891],[-0.353158901,39.474325581],[-0.354259717,39.472049073],[-0.355406401,39.469622294],[-0.35641479,39.467662163]],[[-0.35641479,39.467662163],[-0.357835278,39.464631133],[-0.363291354,39.463436542],[-0.366451835,39.462143174],[-0.369335142,39.460924551],[-0.372790655,39.459452356],[-0.376472152,39.457904637],[-0.384248702,39.459082171],[-0.386002643,39.461543034],[-0.387351003,39.463391252],[-0.388386491,39.464925766],[-0.39017936,39.467395703],[-0.391763554,39.469621574],[-0.393799744,39.472500556],[-0.395314821,39.474622165],[-0.397308974,39.477529055],[-0.395161571,39.478667715],[-0.393231941,39.480421],[-0.391507093,39.484112804]]]}",,Baja,,9248.81176470588,,,"['4', '5', '14', '6']",C3,N/A,2024-05-21 00:00:00+00:00
92,RouteIntensity,Viernes,92,"{""type"":""MultiLineString"",""coordinates"":[[[-0.328802412,39.483501927],[-0.327856859,39.483928126],[-0.32814584,39.48110272],[-0.328148424,39.479117871],[-0.328164471,39.477378557],[-0.327852604,39.476248926],[-0.327898512,39.474291107],[-0.328272638,39.471601821],[-0.328529617,39.469861071],[-0.328805872,39.46811489],[-0.329133261,39.465609807],[-0.329473966,39.463786583],[-0.332714259,39.460480404],[-0.333827806,39.459195849],[-0.336108278,39.458802958],[-0.339331109,39.459048376],[-0.339545108,39.461045544],[-0.341652728,39.461831302],[-0.344618131,39.463105432],[-0.347461993,39.464157683],[-0.350460299,39.465043048],[-0.353412738,39.465906618],[-0.35625481,39.466414187],[-0.360447456,39.467885113],[-0.365818585,39.468488982],[-0.367606855,39.467785666],[-0.37076613,39.466443336],[-0.37328281,39.46538157],[-0.375009839,39.464579909],[-0.381037275,39.465269883],[-0.382753248,39.467632823],[-0.384685106,39.470257438],[-0.38613187,39.472321925],[-0.388011432,39.474943192],[-0.389588038,39.477145876],[-0.39127282,39.479463885],[-0.393283867,39.482233593],[-0.394693343,39.484395893],[-0.396103609,39.48504149]],[[-0.396103609,39.48504149],[-0.394820391,39.483478852],[-0.393394951,39.481693232],[-0.391689592,39.479268119],[-0.390097844,39.476993006],[-0.388891253,39.475348541],[-0.387292967,39.473032272],[-0.385102851,39.469990619],[-0.384010197,39.468463791],[-0.383029366,39.467092315],[-0.382265317,39.466015509],[-0.374659438,39.464356278],[-0.372258227,39.465303544],[-0.36950283,39.466468242],[-0.36744827,39.467329192],[-0.365597823,39.468145356],[-0.359970673,39.468002884],[-0.355979343,39.466762127],[-0.352663288,39.465773235],[-0.350846669,39.465236275],[-0.348057724,39.464414641],[-0.344191962,39.463306363],[-0.341827658,39.462537563],[-0.338157129,39.46152899],[-0.335810602,39.460773403],[-0.332496103,39.460357022],[-0.328745425,39.463739759],[-0.328484017,39.465627315],[-0.328305577,39.467233695],[-0.327974648,39.469400803],[-0.327649535,39.471664644],[-0.327376919,39.473469327],[-0.329062037,39.475436055],[-0.329760887,39.477246492],[-0.32963892,39.47976323],[-0.328802412,39.483501927]]]}",,Baja,,12643.8144104803,,,"['2', '3', '4', '6', '11', '12']",92,N/A,2024-05-21 00:00:00+00:00
